"","Domain","Elevation","Year","Pop","Pop2","Indv","Weight","SVL","n","Temperature"
"214","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag4",1.94,25.6,"Temp2",26.8
"215","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5",0.67,17.6,"Temp2",26.3
"216","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag6",0.75,18.7,"Temp2",25.8
"217","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag7",1.7,25.3,"Temp2",25.3
"218","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag8",1.89,26.5,"Temp2",25.3
"219","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag9",1.37,22.9,"Temp2",24.7
"220","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag10",0.67,18.9,"Temp2",25.6
"221","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11",0.54,17.4,"Temp2",18.2
"222","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12",1.66,26,"Temp2",18.2
"223","Green",123,2017,"GNBII_II","GNBII17_II","GNBII_1",2.93,32.2,"Temp3",21.1
"224","Green",122,2017,"GNBII_II","GNBII17_II","GNBII_2",0.53,18.2,"Temp3",22.5
"225","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_3",2.18,27.2,"Temp3",22.3
"226","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_4",2.19,27.4,"Temp3",18.2
"227","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_5",2.38,29.4,"Temp3",17
"228","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_6",1.33,25.2,"Temp3",18
"229","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_7",2.04,27.4,"Temp3",21.5
"230","Green",251,2017,"GNBII","GNBII17","GNB_1",1.55,26.9,"Temp3",22.9
"231","Green",264,2017,"GNBII","GNBII17","GNB_2",1.22,25.4,"Temp3",20.5
"232","Green",242,2017,"GNBII","GNBII17","GNB_3",1.88,27.7,"Temp3",19.9
"233","Green",250,2017,"GNBII","GNBII17","GNB_4",1.24,23.9,"Temp3",22.1
"234","Green",242,2017,"GNBII","GNBII17","GNB_5",2,28.4,"Temp3",20.3
"235","Green",263,2017,"GNBII","GNBII17","GNB_6",1.36,24.7,"Temp3",20.5
"236","Green",247,2017,"GNBII","GNBII17","GNB_7",1.43,26.2,"Temp3",20.8
"237","Green",230,2017,"GNBII","GNBII17","GNB_8",2.45,28.2,"Temp3",21.4
"238","Green",247,2017,"GNBII","GNBII17","GNB_9",0.67,19.5,"Temp3",22.1
"239","Green",247,2017,"GNBII","GNBII17","GNB_10",1.59,26.1,"Temp3",21.3
"240","Green",293,2017,"SatMor","SatMor17","SatMor_1",1.33,24,"Temp3",21.9
"241","Green",310,2017,"SatMor","SatMor17","SatMor_2",0.97,20.9,"Temp3",22.9
"242","Green",316,2017,"SatMor","SatMor17","SatMor_3",0.98,23.1,"Temp3",21.9
"243","Green",314,2017,"SatMor","SatMor17","SatMor_4",1.02,23.3,"Temp3",20.9
"244","Green",317,2017,"SatMor","SatMor17","SatMor_5",0.89,21.2,"Temp3",23
"245","Green",312,2017,"SatMor","SatMor17","SatMor_6",1.28,22.4,"Temp3",21.8
"246","Green",312,2017,"SatMor","SatMor17","SatMor_7",0.86,22.5,"Temp3",22.4
"247","Green",305,2017,"SatMor","SatMor17","SatMor_8",1.17,22.1,"Temp3",23.8
"248","Green",307,2017,"SatMor","SatMor17","SatMor_9",1.29,24.3,"Temp3",20.8
"249","Green",307,2017,"SatMor","SatMor17","SatMor_10",1.22,23,"Temp3",24
"250","Green",717,2017,"NvaLib","NvaLib17","NvaLib_1",1.34,25.83,"Temp3",18.6
"251","Green",721,2017,"NvaLib","NvaLib17","NvaLib_2",1.4,23.63,"Temp3",20.6
"252","Green",721,2017,"NvaLib","NvaLib17","NvaLib_3",1.06,24.31,"Temp3",18.2
"253","Green",713,2017,"NvaLib","NvaLib17","NvaLib_4",1.6,27.18,"Temp3",22.1
"254","Green",718,2017,"NvaLib","NvaLib17","NvaLib_5",NA,NA,"Temp3",22.5
"255","Green",713,2017,"NvaLib","NvaLib17","NvaLib_6",1.46,25.38,"Temp3",21
"256","Green",688,2017,"NvaLib","NvaLib17","NvaLib_7",1.75,27.03,"Temp3",22.5
"257","Green",727,2017,"NvaLib","NvaLib17","NvaLib_8",1.58,24.54,"Temp3",21.3
"258","Green",727,2017,"NvaLib","NvaLib17","NvaLib_9",1.62,26.6,"Temp3",22.7
"259","Green",747,2017,"NvaLib","NvaLib17","NvaLib_10",1.1,23.99,"Temp3",20.9
"260","Green",721,2017,"NvaLib","NvaLib17","NvaLib_11",1.28,24.74,"Temp3",24.1
"261","Orange",921,2017,"PlanLib","PlanLib17","PlanLib_1",0.91,22.5,"Temp3",19.8
"262","Orange",928,2017,"PlanLib","PlanLib17","PlanLib_2",1,23.6,"Temp3",21.4
"263","Orange",868,2017,"PlanLib","PlanLib17","PlanLib_3",1.15,22.4,"Temp3",25
"264","Orange",794,2017,"PlanLib","PlanLib17","PlanLib_4",1.17,24.5,"Temp3",21.5
"265","Orange",922,2017,"PlanLib","PlanLib17","PlanLib_5",1.2,24.9,"Temp3",20
"266","Orange",868,2017,"PlanLib","PlanLib17","PlanLib_6",1.29,24.7,"Temp3",22.6
"267","Orange",927,2017,"PlanLib","PlanLib17","PlanLib_7",1.3,24.2,"Temp3",21.5
"268","Orange",922,2017,"PlanLib","PlanLib17","PlanLib_8",1.31,23.1,"Temp3",22.5
"269","Orange",916,2017,"PlanLib","PlanLib17","PlanLib_9",1.39,24.5,"Temp3",19.5
"270","Orange",909,2017,"PlanLib","PlanLib17","PlanLib_10",1.39,24.4,"Temp3",20
"271","Orange",922,2017,"PlanLib","PlanLib17","PlanLib_11",1.67,26.6,"Temp3",18.8
"272","Orange",924,2017,"PlanLib","PlanLib17","PlanLib_12",4.1,34.6,"Temp3",23.7
"273","Orange",1083,2017,"ArrNeg","ArrNeg17","ArrNeg_1",0.82,17.4,"Temp3",23.2
"274","Orange",1093,2017,"ArrNeg","ArrNeg17","ArrNeg_2",3.23,31.5,"Temp3",21.5
"275","Orange",1083,2017,"ArrNeg","ArrNeg17","ArrNeg_3",1.26,23.6,"Temp3",20.2
"276","Orange",1093,2017,"ArrNeg","ArrNeg17","ArrNeg_4",1.42,25.8,"Temp3",20.7
"277","Orange",1009,2017,"ArrNeg","ArrNeg17","ArrNeg_5",1.14,22.6,"Temp3",21
"278","Orange",1075,2017,"ArrNeg","ArrNeg17","ArrNeg_6",1.25,22.7,"Temp3",21.6
"279","Orange",1076,2017,"ArrNeg","ArrNeg17","ArrNeg_7",1.17,23.5,"Temp3",20.8
"280","Yellow",1256,2017,"CINLib","CINLib17","CINvLib1",0.45,17.2,"Temp3",NA
"281","Yellow",1262,2017,"CINLib","CINLib17","CINvLib2",1.45,25.2,"Temp3",22.5
"282","Yellow",1194,2017,"CINLib","CINLib17","CINvLib3",1.5,26.3,"Temp3",24.7
"283","Yellow",1048,2017,"CINLib","CINLib17","CINvLib4",1.56,24.5,"Temp3",25.1
"284","Yellow",1227,2017,"CINLib","CINLib17","CINvLib5",1.66,24.5,"Temp3",24.6
"285","Yellow",1030,2017,"CINLib","CINLib17","CINvLib6",1.71,26.1,"Temp3",24.6
"286","Yellow",1150,2017,"CINLib","CINLib17","CINvLib7",2.17,27.5,"Temp3",24.6
"287","Yellow",1151,2017,"CINLib","CINLib17","CINvLib8",3.17,33.7,"Temp3",25.3
"288","Yellow",1227,2017,"CINLib","CINLib17","CINvLib9",3.72,35.3,"Temp3",23.5
"289","Yellow",1150,2017,"CINLib","CINLib17","CINvLib10",3.79,34.3,"Temp3",23.5
"290","Yellow",1150,2017,"CINLib","CINLib17","CINvLib11",4.1,37.8,"Temp3",24.2
"291","Yellow",1168,2017,"CINLib","CINLib17","CINvLib12",4.34,39.2,"Temp3",24
"292","Yellow",1162,2017,"NBI","NBI17","NBravo_1",1.16,23.5,"Temp3",18
"293","Yellow",1142,2017,"NBI","NBI17","NBravo_2",1.86,25.6,"Temp3",19.1
"294","Yellow",1181,2017,"NBI","NBI17","NBravo_3",0.97,21.5,"Temp3",18.9
"295","Yellow",1184,2017,"NBI","NBI17","NBravo_4",0.82,20.8,"Temp3",18.7
"296","Yellow",1186,2017,"NBI","NBI17","NBravo_5",0.26,14.4,"Temp3",18.8
"297","Yellow",1169,2017,"NBI","NBI17","NBravo_6",0.18,11.9,"Temp3",18.9
"298","Yellow",1181,2017,"NBI","NBI17","NBravo_7",0.82,21.7,"Temp3",18.1
"299","Yellow",1162,2017,"NBI","NBI17","NBravo_8",0.36,16.6,"Temp3",17.6
"300","Yellow",1136,2017,"NBI","NBI17","NBravo_9",0.3,13.4,"Temp3",15.6
"301","Yellow",1116,2017,"NBI","NBI17","NBravo_10",0.33,15.4,"Temp3",18.5
"302","Yellow",1300,2017,"LaLoma","LaLoma17","LaLom_1",1.53,26.28,"Temp3",21.5
"303","Yellow",1304,2017,"LaLoma","LaLoma17","LaLom_2",1.35,24.34,"Temp3",20.6
"304","Yellow",1304,2017,"LaLoma","LaLoma17","LaLom_3",1.24,23.4,"Temp3",23.2
"305","Yellow",1304,2017,"LaLoma","LaLoma17","LaLom_4",1.25,23.78,"Temp3",23.5
"306","Yellow",1300,2017,"LaLoma","LaLoma17","LaLom_5",1.39,25.48,"Temp3",23.5
"307","Yellow",1309,2017,"LaLoma","LaLoma17","LaLom_6",1.54,27.16,"Temp3",23.5
"308","Yellow",1300,2017,"LaLoma","LaLoma17","LaLom_7",1.35,25.37,"Temp3",22.6
"309","Yellow",1310,2017,"LaLoma","LaLoma17","LaLom_8",1.63,27,"Temp3",17
"310","Yellow",1305,2017,"LaLoma","LaLoma17","LaLom_9",1.6,26.94,"Temp3",23.1
"311","Yellow",1296,2017,"LaLoma","LaLoma17","LaLom_10",1.52,25.37,"Temp3",22.5
"312","Red",1509,2017,"RLFlor","RLFlor17","RLaFlor_1",0.42,16.9,"Temp3",24.9
"313","Red",1508,2017,"RLFlor","RLFlor17","RLaFlor_2",0.43,17,"Temp3",24.6
"314","Red",1509,2017,"RLFlor","RLFlor17","RLaFlor_3",0.46,17,"Temp3",24.3
"315","Red",1508,2017,"RLFlor","RLFlor17","RLaFlor_4",0.53,17.4,"Temp3",21.7
"316","Red",1508,2017,"RLFlor","RLFlor17","RLaFlor_5",0.62,19.5,"Temp3",25.1
"317","Red",1512,2017,"RLFlor","RLFlor17","RLaFlor_6",0.66,19.7,"Temp3",22.8
"318","Red",1516,2017,"RLFlor","RLFlor17","RLaFlor_7",0.71,21.9,"Temp3",22.8
"319","Red",1519,2017,"RLFlor","RLFlor17","RLaFlor_8",1.13,23.8,"Temp3",20.6
"320","Red",1520,2017,"RLFlor","RLFlor17","RLaFlor_9",1.41,25.4,"Temp3",20.5
"321","Red",1520,2017,"RLFlor","RLFlor17","RLaFlor_10",1.71,26.5,"Temp3",26.5
"322","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag1",1.23,21,"Temp3",22.7
"323","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2",1.63,17,"Temp3",26.3
"324","Blue",2083,2017,"AmpLag","AmpLag17","Amp_Lag3",0.7,19.1,"Temp3",24.8
"325","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag4",1.94,25.6,"Temp3",23.5
"326","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5",0.67,17.6,"Temp3",26
"327","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag6",0.75,18.7,"Temp3",26
"328","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag7",1.7,25.3,"Temp3",25.8
"329","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag8",1.89,26.5,"Temp3",25.4
"330","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag9",1.37,22.9,"Temp3",25.7
"331","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag10",0.67,18.9,"Temp3",25.7
"332","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11",0.54,17.4,"Temp3",29.3
"333","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12",1.66,26,"Temp3",27.3
"334","Green",123,2017,"GNBII_II","GNBII17_II","GNBII_1",2.93,32.2,"Temp4",24.3
"335","Green",122,2017,"GNBII_II","GNBII17_II","GNBII_2",0.53,18.2,"Temp4",20
"336","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_3",2.18,27.2,"Temp4",20.3
"337","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_4",2.19,27.4,"Temp4",20.6
"338","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_5",2.38,29.4,"Temp4",21.4
"339","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_6",1.33,25.2,"Temp4",18
"340","Green",125,2017,"GNBII_II","GNBII17_II","GNBII_7",2.04,27.4,"Temp4",19.5
"341","Green",251,2017,"GNBII","GNBII17","GNB_1",1.55,26.9,"Temp4",21.2
"342","Green",264,2017,"GNBII","GNBII17","GNB_2",1.22,25.4,"Temp4",20.4
"343","Green",242,2017,"GNBII","GNBII17","GNB_3",1.88,27.7,"Temp4",20.2
"344","Green",250,2017,"GNBII","GNBII17","GNB_4",1.24,23.9,"Temp4",20.7
"345","Green",242,2017,"GNBII","GNBII17","GNB_5",2,28.4,"Temp4",19.9
"346","Green",263,2017,"GNBII","GNBII17","GNB_6",1.36,24.7,"Temp4",20.6
"347","Green",247,2017,"GNBII","GNBII17","GNB_7",1.43,26.2,"Temp4",20.3
"348","Green",230,2017,"GNBII","GNBII17","GNB_8",2.45,28.2,"Temp4",21.2
"349","Green",247,2017,"GNBII","GNBII17","GNB_9",0.67,19.5,"Temp4",23.8
"350","Green",247,2017,"GNBII","GNBII17","GNB_10",1.59,26.1,"Temp4",20.3
"351","Green",293,2017,"SatMor","SatMor17","SatMor_1",1.33,24,"Temp4",19.7
"352","Green",310,2017,"SatMor","SatMor17","SatMor_2",0.97,20.9,"Temp4",20.5
"353","Green",316,2017,"SatMor","SatMor17","SatMor_3",0.98,23.1,"Temp4",20.3
"354","Green",314,2017,"SatMor","SatMor17","SatMor_4",1.02,23.3,"Temp4",22.6
"355","Green",317,2017,"SatMor","SatMor17","SatMor_5",0.89,21.2,"Temp4",21.8
"356","Green",312,2017,"SatMor","SatMor17","SatMor_6",1.28,22.4,"Temp4",21.9
"357","Green",312,2017,"SatMor","SatMor17","SatMor_7",0.86,22.5,"Temp4",22.2
"358","Green",305,2017,"SatMor","SatMor17","SatMor_8",1.17,22.1,"Temp4",21.2
"359","Green",307,2017,"SatMor","SatMor17","SatMor_9",1.29,24.3,"Temp4",20.2
"360","Green",307,2017,"SatMor","SatMor17","SatMor_10",1.22,23,"Temp4",24
"361","Green",717,2017,"NvaLib","NvaLib17","NvaLib_1",1.34,25.83,"Temp4",21.3
"362","Green",721,2017,"NvaLib","NvaLib17","NvaLib_2",1.4,23.63,"Temp4",18.5
"363","Green",721,2017,"NvaLib","NvaLib17","NvaLib_3",1.06,24.31,"Temp4",18.4
"364","Green",713,2017,"NvaLib","NvaLib17","NvaLib_4",1.6,27.18,"Temp4",20.6
"365","Green",718,2017,"NvaLib","NvaLib17","NvaLib_5",NA,NA,"Temp4",22.3
"366","Green",713,2017,"NvaLib","NvaLib17","NvaLib_6",1.46,25.38,"Temp4",21
"367","Green",688,2017,"NvaLib","NvaLib17","NvaLib_7",1.75,27.03,"Temp4",22.9
"368","Green",727,2017,"NvaLib","NvaLib17","NvaLib_8",1.58,24.54,"Temp4",20.3
"369","Green",727,2017,"NvaLib","NvaLib17","NvaLib_9",1.62,26.6,"Temp4",NA
"370","Green",747,2017,"NvaLib","NvaLib17","NvaLib_10",1.1,23.99,"Temp4",21.9
"371","Green",721,2017,"NvaLib","NvaLib17","NvaLib_11",1.28,24.74,"Temp4",26.6
"372","Orange",921,2017,"PlanLib","PlanLib17","PlanLib_1",0.91,22.5,"Temp4",21.5
"373","Orange",928,2017,"PlanLib","PlanLib17","PlanLib_2",1,23.6,"Temp4",22.9
"374","Orange",868,2017,"PlanLib","PlanLib17","PlanLib_3",1.15,22.4,"Temp4",20.3
"375","Orange",794,2017,"PlanLib","PlanLib17","PlanLib_4",1.17,24.5,"Temp4",23
"376","Orange",922,2017,"PlanLib","PlanLib17","PlanLib_5",1.2,24.9,"Temp4",19
"377","Orange",868,2017,"PlanLib","PlanLib17","PlanLib_6",1.29,24.7,"Temp4",19.8
"378","Orange",927,2017,"PlanLib","PlanLib17","PlanLib_7",1.3,24.2,"Temp4",19.5
"379","Orange",922,2017,"PlanLib","PlanLib17","PlanLib_8",1.31,23.1,"Temp4",23.6
"380","Orange",916,2017,"PlanLib","PlanLib17","PlanLib_9",1.39,24.5,"Temp4",23.3
"381","Orange",909,2017,"PlanLib","PlanLib17","PlanLib_10",1.39,24.4,"Temp4",20.5
"382","Orange",922,2017,"PlanLib","PlanLib17","PlanLib_11",1.67,26.6,"Temp4",20
"383","Orange",924,2017,"PlanLib","PlanLib17","PlanLib_12",4.1,34.6,"Temp4",21.6
"384","Orange",1083,2017,"ArrNeg","ArrNeg17","ArrNeg_1",0.82,17.4,"Temp4",NA
"385","Orange",1093,2017,"ArrNeg","ArrNeg17","ArrNeg_2",3.23,31.5,"Temp4",NA
"386","Orange",1083,2017,"ArrNeg","ArrNeg17","ArrNeg_3",1.26,23.6,"Temp4",NA
"387","Orange",1093,2017,"ArrNeg","ArrNeg17","ArrNeg_4",1.42,25.8,"Temp4",NA
"388","Orange",1009,2017,"ArrNeg","ArrNeg17","ArrNeg_5",1.14,22.6,"Temp4",NA
"389","Orange",1075,2017,"ArrNeg","ArrNeg17","ArrNeg_6",1.25,22.7,"Temp4",NA
"390","Orange",1076,2017,"ArrNeg","ArrNeg17","ArrNeg_7",1.17,23.5,"Temp4",NA
"391","Yellow",1256,2017,"CINLib","CINLib17","CINvLib1",0.45,17.2,"Temp4",19.6
"392","Yellow",1262,2017,"CINLib","CINLib17","CINvLib2",1.45,25.2,"Temp4",23.5
"393","Yellow",1194,2017,"CINLib","CINLib17","CINvLib3",1.5,26.3,"Temp4",22.2
"394","Yellow",1048,2017,"CINLib","CINLib17","CINvLib4",1.56,24.5,"Temp4",23.5
"395","Yellow",1227,2017,"CINLib","CINLib17","CINvLib5",1.66,24.5,"Temp4",23.3
"396","Yellow",1030,2017,"CINLib","CINLib17","CINvLib6",1.71,26.1,"Temp4",23.3
"397","Yellow",1150,2017,"CINLib","CINLib17","CINvLib7",2.17,27.5,"Temp4",23.6
"398","Yellow",1151,2017,"CINLib","CINLib17","CINvLib8",3.17,33.7,"Temp4",25
"399","Yellow",1227,2017,"CINLib","CINLib17","CINvLib9",3.72,35.3,"Temp4",24.1
"400","Yellow",1150,2017,"CINLib","CINLib17","CINvLib10",3.79,34.3,"Temp4",24.4
"401","Yellow",1150,2017,"CINLib","CINLib17","CINvLib11",4.1,37.8,"Temp4",24.8
"402","Yellow",1168,2017,"CINLib","CINLib17","CINvLib12",4.34,39.2,"Temp4",23.5
"403","Yellow",1162,2017,"NBI","NBI17","NBravo_1",1.16,23.5,"Temp4",18.4
"404","Yellow",1142,2017,"NBI","NBI17","NBravo_2",1.86,25.6,"Temp4",21.6
"405","Yellow",1181,2017,"NBI","NBI17","NBravo_3",0.97,21.5,"Temp4",NA
"406","Yellow",1184,2017,"NBI","NBI17","NBravo_4",0.82,20.8,"Temp4",19.2
"407","Yellow",1186,2017,"NBI","NBI17","NBravo_5",0.26,14.4,"Temp4",19.1
"408","Yellow",1169,2017,"NBI","NBI17","NBravo_6",0.18,11.9,"Temp4",18
"409","Yellow",1181,2017,"NBI","NBI17","NBravo_7",0.82,21.7,"Temp4",19.8
"410","Yellow",1162,2017,"NBI","NBI17","NBravo_8",0.36,16.6,"Temp4",19.5
"411","Yellow",1136,2017,"NBI","NBI17","NBravo_9",0.3,13.4,"Temp4",19.6
"412","Yellow",1116,2017,"NBI","NBI17","NBravo_10",0.33,15.4,"Temp4",19.3
"413","Yellow",1300,2017,"LaLoma","LaLoma17","LaLom_1",1.53,26.28,"Temp4",20.9
"414","Yellow",1304,2017,"LaLoma","LaLoma17","LaLom_2",1.35,24.34,"Temp4",22.7
"415","Yellow",1304,2017,"LaLoma","LaLoma17","LaLom_3",1.24,23.4,"Temp4",24.5
"416","Yellow",1304,2017,"LaLoma","LaLoma17","LaLom_4",1.25,23.78,"Temp4",23
"417","Yellow",1300,2017,"LaLoma","LaLoma17","LaLom_5",1.39,25.48,"Temp4",23
"418","Yellow",1309,2017,"LaLoma","LaLoma17","LaLom_6",1.54,27.16,"Temp4",22.7
"419","Yellow",1300,2017,"LaLoma","LaLoma17","LaLom_7",1.35,25.37,"Temp4",23.3
"420","Yellow",1310,2017,"LaLoma","LaLoma17","LaLom_8",1.63,27,"Temp4",20.1
"421","Yellow",1305,2017,"LaLoma","LaLoma17","LaLom_9",1.6,26.94,"Temp4",23.1
"422","Yellow",1296,2017,"LaLoma","LaLoma17","LaLom_10",1.52,25.37,"Temp4",22.8
"423","Red",1509,2017,"RLFlor","RLFlor17","RLaFlor_1",0.42,16.9,"Temp4",23.6
"424","Red",1508,2017,"RLFlor","RLFlor17","RLaFlor_2",0.43,17,"Temp4",25.6
"425","Red",1509,2017,"RLFlor","RLFlor17","RLaFlor_3",0.46,17,"Temp4",NA
"426","Red",1508,2017,"RLFlor","RLFlor17","RLaFlor_4",0.53,17.4,"Temp4",22.6
